Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,3.80000000000086,2.99999999999967,5.5999999999997,7.20000000000044,4.29999999999957,5.89999999999995,1.70000000000063,3.39999999999938,2.40000000000033,1.60000000000007,3.59999999999978,2.90000000000026,3.39999999999982,2.8,3.79999999999998,3.70000000000022,3.19999999999973
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,..,..,..,0.814111261872455,0.538358008075377,-0.401606425702823,-4.16666666666666,1.96353436185133,-2.61348005502063,-4.23728813559322,0.442477876106182,0.293685756240819,-4.39238653001463,-2.75650842266462,0.944881889763778,1.40405616224648,-2.76923076923077
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,AND,3.52836129711103,8.11935772169949,4.54636221364653,8.69420371612468,8.13567633837351,5.39779598500422,4.80868869916921,1.55318814103222,-5.55918636850581,-5.30284654348291,-1.97495799965345,-0.00806975341139093,-4.97444371853503,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,3.05462423430785,4.2059985561951,13.6656865230232,2.98985001039553,10.9528617687103,15.0289153175302,11.5476831781633,14.0100182426328,11.1661383303614,0.858712615098284,4.40393254343761,3.47197634454024,8.54218764265372,4.95454464636187,4.82262756838996,0.943571561325001,-2.58004964404932
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,6.20343125361191,-4.54800347258279,1.02744196976423,6.07654368848398,5.7670286118037,6.47383131641992,12.7081485327737,9.31538316339753,-0.0143406519435985,-11.9626972488343,-7.84059474412172,-1.95861262834343,3.37286620031867,-0.600876396735046,3.79572761294251,3.82529309880827,5.49778845610642
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Armenia,ARM,5.90000000312092,9.59999999927597,13.1999999979356,14.0000000015501,10.4999999988202,13.8999999991133,13.1999999994661,13.7000000015467,6.90000000042959,-14.1000000006998,2.2000000002151,4.69999999867412,7.20000000096486,3.3,3.60000000058993,3.19999999896625,0.199999999825991
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Aruba,ABW,7.61658819396467,-2.97125672435799,-3.2736464106481,1.97554726158631,7.91156346581525,1.21434934877203,1.05060752796375,1.80022597148812,-0.0907080463222769,-10.5197485358487,-3.68502938723299,3.44605475040258,-1.36986301369863,4.19823232323233,0.299999999999983,5.70000087589398,2.09999958566985
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Austria,AUT,3.37572214708479,1.26716818922992,1.65155392186669,0.941470920725337,2.73512022241023,2.24406532463878,3.45404183614122,3.72741530093519,1.4604236757386,-3.76457817791677,1.83709367680054,2.92279728368581,0.680445576816723,0.0255047121972183,0.661272848852605,1.01450158590511,1.98943716230463
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Azerbaijan,AZE,11.0999995034959,9.90000013022203,9.43891634238625,10.2083000110732,9.25380132627771,27.9615380685244,34.4662093637953,25.4632159061216,10.5914372943933,9.36907477711533,4.78924279245962,-1.57299762108384,2.20293902267821,5.8434157623727,2.79758543403612,1.0495463680441,-3.06359845351251
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Bahamas, The",BHS,4.14923404577348,2.62515959600154,2.70467096878603,-1.26452629505613,0.882740185126082,3.39526008245915,2.51685393258427,1.44673388864534,-2.32350723624928,-4.17580555581704,1.53838597180609,0.613384158434997,3.0866868599452,-2.67897952520872,1.05431646746474,0.230478123547655,1.44403648889057
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahrain,BHR,5.30007005600883,2.49094810829847,3.3485506679412,6.29644197869368,6.98096059429825,6.76899787107483,6.46700012199585,8.29396044759683,6.24501077496258,2.53988593585052,4.33429917283131,1.98351501159991,3.72810843046017,5.41683981012071,4.35039085252969,2.48537855758804,3.55812811897778
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bangladesh,BGD,5.2932947184604,5.07728777597312,3.83312394005608,4.73956739916446,5.2395329104527,6.53594494052352,6.67190498148148,7.0585993565727,6.01378975923306,5.04512479417738,5.57178818823149,6.46437912329563,6.52145878084202,6.01360565777871,6.06105935877214,6.55263987879651,7.11347821327269
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Barbados,BRB,4.44718962322422,-2.36546422235364,0.787401574803141,2.17548076923077,1.41159863545465,3.95545760352627,5.90270029011381,2.2020861869139,0.701030927835049,-5.07780507780508,-2.28645383951682,-0.673289183222963,-0.455606178464279,-1.40656396517079,-0.124547101449281,2.44870196122888,2.47869868319133
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belarus,BLR,5.80000344007455,4.72530599387508,5.04526748002185,7.04319255874692,11.4497431053961,9.40000152357688,9.99999481247372,8.6000065362481,10.1999994395436,0.199995310014472,7.79826682269731,5.37870744981015,1.68713553642841,1.00347084085645,1.72638485417002,-3.82957055828379,-2.52644643552364
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belgium,BEL,3.71667938420875,1.09961888777849,1.70688458453354,1.03798254902905,3.5712043433582,2.32173705381926,2.55234994366351,3.67688113594973,0.446928735275904,-2.02074306169408,2.86429270764155,1.69451389861332,0.739217283058679,0.459242192907709,1.57853314322614,2.04145900919961,1.26668640902095
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belize,BLZ,13.0195599022005,4.68721831620695,4.72992365535848,9.33406412715811,4.78744736314418,1.95187293689901,4.81910750316739,0.510341122750475,3.48743987172635,0.219496449322151,3.0018036588508,1.92203460496142,2.41348277836866,1.30212494008629,3.63535998738269,2.84964236798051,0.0850811970554588
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,5.85771420543269,5.33313570603937,4.64303087074482,3.44357677591658,4.42968455385082,1.71316456361184,3.94373882815798,5.98634932177609,4.89657708429647,2.31929213912838,2.11406472648392,2.96375291904201,4.811223315688,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bermuda,BMU,9.31715644339108,7.22243600863214,-1.4777903745584,3.4107062041324,2.32126647646756,1.67420714931698,5.54386592809534,3.34513970877607,-1.86595582635186,-5.6266977105161,-2.50287828947368,-3.74274431740703,-5.30529910675297,-0.279708545423034,-3.70106759364258,0.775529699568978,-0.657206304259205
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,6.93302386169421,8.3489544828285,10.992281843751,7.82330236149748,6.00874223613263,7.287249352187,6.99973809500906,18.3608540555453,4.79946061155896,6.74833374849808,11.9458959983757,7.98261704055791,5.11840085800534,2.11997263298215,5.77649568013724,6.64223210535566,8.1270335383894
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,2.50780755336397,1.6838009390209,2.4855648471145,2.71134070709704,4.17329431803542,4.42143476697066,4.79700917087203,4.56438275234794,6.14849719501387,3.35700125894111,4.12672195659312,5.20409230814928,5.12227576725965,6.79601124124112,5.46056967606722,4.85718723248496,4.26392083751466
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,5.50000050587651,4.39999928046085,5.30000063322882,3.9999997109359,6.0999667983028,8.75925684646404,5.41400357079434,5.85911840234161,5.44184678922166,-3.00445593013346,0.865669260237084,0.959511247241267,-0.821836474216894,2.3498566632458,1.15385109200403,3.08916415179439,3.14980691561182
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,1.98769585438754,0.250573866722732,6.06953086765014,4.62589479191556,2.70582173663567,4.55664565732845,8.36387106895727,8.27676379346968,6.24543736290879,-7.65231020253476,8.5636307922089,6.04836145468988,4.45614447059577,11.3433969713497,4.14926225520402,-1.69793542675974,4.30376744802675
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,2.84942185782727,2.74404051765202,3.87209696704298,2.90395547653115,0.504318252687327,0.38750720823208,4.39771967752176,0.154581811742773,-1.93971463784671,-1.76453554132601,2.59896574643226,3.74531835205994,0.912841670964411,-2.12602851740175,-2.50835256644561,-0.392383749502031,-2.47791771833224
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,4.78204352345534,3.81723975210657,5.95303440817962,5.15184101085522,6.44185946256435,7.15354138054481,6.80216757925123,6.55708105188404,6.08562760690579,-3.37483832880535,0.559446489731144,2.35455692273156,0.356586982837044,0.325769436153124,1.88546463842944,3.98985171362301,3.82043453021177
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,1.88847388906525,6.61340574539679,4.35296382988099,7.80249388870359,4.47845213670386,8.66187322841225,6.25316468817478,4.11137901761516,5.79999174105387,2.96195085866692,8.44628157707625,6.62256261306693,6.45267237953146,5.79258484509867,4.32684561452976,3.9212287937935,5.95797670754024
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,-0.856864058424151,2.05580710835243,4.44651941224797,-1.22372796023444,4.83365776809453,0.900000000901912,5.41380714491444,3.45195248952621,4.8617129950775,3.81274693652152,5.12416330338039,4.03260249625296,4.44670822214543,4.9241952612883,4.24065164368079,-3.9000030859375,-0.600020000546493
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,14.2848688321225,2.23165449284959,5.25089124613551,4.17625930175211,10.1970726091433,6.91245798811823,7.98375044704545,15.17068796854,6.65052052259701,-1.27042596756841,1.46679009706938,3.96888634471986,1.08191827877127,0.802797600574223,0.611212666207877,1.00686370684559,4.70579148684654
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,10.7119948019697,7.44660697564721,6.57893950279683,8.50589555707634,10.340528776847,13.2500869136436,10.7710836701771,10.2125739126309,6.69157747471078,0.0866969592706113,5.96307857538696,7.0695699458918,7.31334550530008,7.35666514887971,7.14257110074297,7.03608717929632,7.03096677600881
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,3.55337436416127,4.36808424217003,4.23720367718512,4.56719525637388,6.78095592377319,2.02066230714679,3.45766879254916,4.90220173244047,3.48880091903693,2.19866410193433,3.4225076411544,4.12927716056967,4.54326501566733,5.40426570971736,5.88405932668046,5.6514637436283,4.64848155087741
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,4.91776274356224,1.40552758872816,3.42214617132493,3.81109015282463,3.91402878219242,4.99586086930171,4.16581762720676,6.86860885703047,1.00762269545756,-2.92840016684549,3.08949461982786,3.14688137207058,1.76222254945881,2.3291225062102,2.87003607545671,0.659176863558869,1.00139441390405
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,..,..,..,..,..,..,..,3.16262533840754,-0.357401372925935,-7.20048278238133,-2.71563682344265,1.16906269526342,1.22975368307725,1.2793305928175,2.65452932151371,2.83312242670048,3.23997743764495
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,-2.48943244028874,4.46473902640867,3.61654219150596,-5.39748521855877,5.99488422798696,0.908210514871953,4.77108543044105,4.60753485452028,2.05413096200485,8.58726042640994,4.63081843223307,4.19461533741989,5.05376125356918,-36.3919770983887,0.0810705153264877,4.33712103020234,4.75031684122339
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,-0.879681025444839,11.658134654294,8.49120981898056,14.7216670121033,33.6293718524659,17.3325337350837,0.648262014094513,3.27149957888643,3.05269153196828,4.21769555189633,13.5501008595489,0.0828697984381961,8.88257607170316,5.70000136285864,6.89998504532166,2.76767568484473,-6.25552708545281
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,5.82664146877514,-1.51296126027543,-1.6322065976114,-3.2021569420483,0.224197396296447,1.37773415696212,4.88229936411699,5.89832966146942,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,5.32693841912359,3.30304731250872,3.10697053227061,4.09104768470421,7.20953970945035,5.74283048945115,6.31717634314714,4.90532450356156,3.52953055326518,-1.5642394429907,5.84417729578996,6.11091882913644,5.31862800041414,4.045004298149,1.76673978363866,2.30376703612392,1.71108928867399
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,2.92486148314592,1.67789830769955,2.50398046550686,3.91827190359832,5.33302206745236,4.82876110795085,6.71686869844402,6.73819469090975,3.28344618616541,1.13964864548062,4.49465897070922,6.94789198173555,3.91263576716115,5.13399351995672,4.49903000110972,2.95590137527523,2.08738250162794
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,10.847878616072,2.33290710182874,2.3249448613998,2.1038716355305,1.91965980712278,2.83754786988332,2.6469554759412,0.800042348955387,3.9999719914434,3.2001131115091,3.79993345468068,4.09984695496956,3.2002729031888,4.49987421530828,2.10000643830286,1.11614058271805,3.3206800249451
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,-6.91092731652101,-2.10017302488846,2.94776518359767,5.57782231144424,6.73837393324294,6.13515115548972,5.32097956548998,6.25947776437397,6.22589426869193,2.85506401011484,7.10797657581392,6.8746708900163,7.08689894671942,8.48195663608755,9.47028809714084,6.91618781026786,2.39937909829007
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,7.57598039215692,3.80260190016159,4.58187006145745,0.813264074715491,3.47663162277495,7.75575897797009,7.98623836334291,-6.61399480441001,6.30637595585259,11.6372888615758,9.93126543095578,2.20591936286718,9.94715314257564,-0.712434451876447,5.95520746718967,-3.23525787130333,-10.1903853384264
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,3.83316666121128,3.49046952173897,3.29175316222172,4.255476839539,4.336574810562,3.87087332584213,7.2377327451858,8.16789615043734,4.64959823286544,-0.970548312824846,4.95186384401947,4.30710165992471,4.79691991858159,2.26902740046155,3.51533856391144,3.63173144154423,4.245989878198
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,-2.06840005722563,0.121371915505208,-1.66764213810366,-1.3595359429474,1.23177283994625,1.72124736749562,1.51584236326204,1.76503678407167,2.54284147638732,3.25145371844513,2.0176385921243,-4.38725478852277,10.7065041034855,8.88942130155428,8.79407739027731,8.84285994958891,7.17920782392478
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,2.86174684295204,2.95771008343127,5.67815670956782,5.63579851801137,4.15457685638678,4.30849337871648,4.99328763230982,5.06762513457255,1.89345290008815,-7.32353731934752,-1.31656297984225,-0.198369263496232,-2.3917742692408,-0.447092176997273,-0.34145251686769,2.43188857335539,3.49813499168994
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,5.9147601740486,3.18502990449461,1.42482126141282,3.79274022304334,5.77053807021559,11.2016564219094,12.0658631129953,7.26213696647943,4.11682804164681,1.4513054307407,2.39035229650723,2.80230083647626,3.01490028898772,2.74760256257211,1.04757663187654,4.43814195922121,0.513761467889907
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,..,-0.69575295574738,0.397065104525993,0.288184818806286,0.208461862638032,0.676426256637995,1.63593427021497,2.4699623053307,2.18804462216897,-0.531309449722102,0.0823059603677052,0.612608576830695,-0.138917069202421,-0.794106769063816,-1.13883862149056,0.278694930595208,-0.986569701304816
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,5.96531031488554,3.95256054086292,3.72295649883057,2.6232861229859,5.02634392575987,4.85300383835666,4.71382866563106,5.09806845261184,3.6468119905756,-2.01526235906867,2.01469570699406,0.401437941132741,-3.44682208589713,-6.55307825499119,-1.82930910922002,3.21856901005827,6.43805848146472
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czech Republic,CZE,4.00102863502944,3.04297656257042,1.56985532822202,3.58368845880418,4.81426100126959,6.60161752988951,6.76693268125427,5.57033885921025,2.68641195092762,-4.65733109171755,2.43490215904518,1.76035962445222,-0.785004299003617,-0.0459036735515213,2.26210289708078,5.38838083815307,2.5372845203138
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,3.74686259540198,0.823152998014436,0.46634557149423,0.390058556485101,2.66821926741747,2.33664130821947,3.9130079783106,0.909238928302372,-0.512016744849106,-4.90654772965155,1.87099114718497,1.33677776690328,0.226499791802965,0.933340972371226,1.61939381103033,2.34259110757047,3.24595698524399
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.06154324233921,7.69608557567065,6.65265037178067
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,2.33950740701539,-0.0628022598172748,-2.82887853073447,6.35339159438821,3.05069469500575,0.656233109773297,4.65875948315227,6.35375942154479,7.12074190133814,-1.16975715418293,0.672795628982016,-0.22355068823471,-1.05900024335187,-0.99994063117542,4.44794736481393,-2.69110892388451,2.55649491313986
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,4.66176228223998,2.45951636363276,4.49510340795898,-1.34570618471082,2.57013427561587,9.42823695075539,9.17435539978328,7.41595171329328,3.2095042635224,0.946155169741132,8.33965105570553,3.13342300479682,2.71736789967294,4.87520508937607,7.05046369004225,6.92701877449913,6.65920026162614
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,1.0918015643576,4.01562989958492,4.09677665885357,2.72287733695474,8.21102091734038,5.29130826699402,4.40352643383186,2.1900639722454,6.35713059990832,0.566491592100093,3.52529866894027,7.86814091910996,5.641962066712,4.94651126690626,3.78886854920833,0.0988726083462694,-1.22638398463879
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,6.37000383423162,3.53525196931786,2.39020402784614,3.19345473897896,4.0920716120453,4.47174446860463,6.84383819698924,7.08782742739524,7.15628356351688,4.67359980040543,5.14723485873294,1.76457194925801,2.22619979662137,2.18546605471226,2.91591187883586,4.37201907940117,4.34664345337812
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,1.126057050299,0.877318892023496,1.58086226525917,1.56223108164895,0.890786051668485,2.7074677675286,4.34289537744942,1.86057914529194,2.57084668644079,-2.08612049167928,2.10508575234947,3.81535613789634,2.81439012871923,2.23572988800409,1.71122320586494,2.39502829799937,2.54653313501558
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,18.2137799569674,63.3798754250602,19.4628340359251,13.9552503163825,37.9987268556423,16.7487006053541,7.70491760658767,15.2821139194857,17.7991091333811,1.34335628806097,-8.92417588851806,6.52392362989873,8.31287184445641,-4.13319850131583,0.415066301596866,-9.11004114881537,-8.81641723219757
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,-3.14198577404412,8.75543519020847,3.00542921786406,-2.65551584151116,1.45173553426947,2.57444953025517,-0.969216929055989,1.42682206012475,-9.783030037381,3.87650156028197,2.1941905448334,8.67979993646819,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,10.1065182988335,5.97959830855058,6.80239689817408,7.56669008183242,6.76745571591827,9.49029733597042,9.7187597467109,7.57358007607853,-5.08894290133486,-14.4338673230625,2.69032839901406,7.44393610392831,3.12484637290247,1.34618473238244,2.98732482453686,1.84488667705067,3.18781708302028
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eswatini,SWZ,1.76017376022224,1.05476490606893,4.38009908790089,3.88021358597126,3.62391422596625,5.99877654987925,5.9921668378351,4.43537557686975,0.821663913800052,1.56504885243515,3.79375496828149,2.247229761068,5.39130930653025,3.86227188218196,0.9131964947738,2.20332412642091,1.1007183940177
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,6.07321747957957,8.30130632052328,1.51472570631101,-2.16135972205798,13.5726031368695,11.8187659466494,10.834727065877,11.4561670000236,10.7885216853725,8.80255319782566,12.5505383459308,11.1782962271641,8.64781163337416,10.5822700482672,10.2574929610051,10.3924630202334,9.43348265784402
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,-1.69999841605511,2.00000014675206,3.19999911373267,0.999999344757299,5.29999970460935,0.700000402432437,1.85248387199486,-0.850654310045826,1.03279422025967,-1.38603770763581,2.95467242212241,2.70514302901049,1.41131438177968,4.73421948956532,5.60314116065305,4.50201810843242,2.44475296721191
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,5.7733624584817,2.61001912392074,1.70714896198065,2.00378420285061,3.99209129032087,2.77985055556123,4.02740965802573,5.29933650739021,0.783995060876521,-8.0744474323113,3.18595865407703,2.54766483842627,-1.39754572817782,-0.901696316194844,-0.364908156882066,0.543659211765487,2.81145776663433
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,4.0000003434361,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,-1.88296639760897,2.13523342197423,-0.249033168543434,2.2473300115045,0.689543058464849,2.67620333310926,-2.80657835569052,6.00810802487668,-3.30843064878751,0.130331119816617,7.08988731455126,7.09175334258654,5.25107691750407,5.63869900338696,4.31496444107469,3.8788993950789,2.09144220829562
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,5.50000021632955,5.80000024323377,-3.25000014970206,6.86999962173842,7.05000000064635,-2.35172936176019,-0.555580977246521,3.04324950829739,6.25590553394287,6.6657243078367,5.90833580968288,-8.13044422315659,5.24156924630741,2.872768790327,-1.40738249510954,4.0580738039996,1.94335965478776
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,1.83834106614221,4.80545327255501,5.47383680119593,11.0587231936646,5.79449634569851,9.58957406160836,9.41977064759736,12.5789534308973,2.41857165904172,-3.65051363069394,6.24948776787187,7.3999998671419,6.3690083063386,3.62130535196276,4.43192482309078,3.02220738019703,2.90643878002064
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,3.70000003991548,4.00000009859845,4.49999957793014,5.20000007397465,5.59999998938594,5.90000391619385,6.39991250176021,4.34681916414681,9.14979897526671,4.84448699844826,7.89971188935309,14.0471236303192,9.29278940459675,7.31252500733126,2.89743883691538,2.1782067443939,3.44779299129725
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,3.91977070727938,4.13161241961417,3.92287186165746,5.794530976397,5.06099275875546,0.599142125680459,5.65243361851211,3.27374681647711,-0.335172452094639,-4.30073390776887,-5.47903689372846,-9.13249417175027,-7.30049406220242,-3.24142473106683,0.739776853966688,-0.437833825754794,-0.190952352057238
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,7.10159688181619,1.26903507902787,-0.971177310665553,4.43004572118211,6.90658283676629,4.98749177090194,5.55569490080011,2.3524379811805,6.1661327018619,0.865952328886948,1.73582505889665,-0.496519391959083,1.39419335955624,-1.29828069335511,4.7421356730152,-2.52931802394474,4.68195410972302
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,4.88795213650562,-2.02390004072058,3.43732352954147,9.46397343076491,-0.647450316084857,13.2761883306272,-3.99532824427482,6.12345094741467,0.947542624907697,-6.61328134799545,-0.511262754149129,0.764976824032317,-1.15514373468322,2.35141877347161,7.34407652185287,6.44314373327768,3.73561413158529
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,..,..,..,0.920598388952826,6.43101482326112,3.53546175273193,-3.82864238410596,0.817731870023678,1.72892209178228,0.314729332773808,2.0916126333403,0.122925629993858,2.02578268876611,1.82511030886484,1.73330707110497,0.464666021297205,0.28907303912122
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,3.60886873487303,2.33257485274099,3.86662599882183,2.53079156809007,3.15208172930646,3.26011208293953,5.3797768035313,6.30405368945885,3.28107984479193,0.526042966830758,2.86948775349356,4.16204893702583,2.96985740798783,3.69758610019475,4.44397783368888,4.09217058626777,2.6778030030534
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,2.50306056156042,3.65834647070444,5.16460946559741,1.24860126019659,2.34011731256672,2.99727256153359,1.16442152286278,6.82747442663229,4.13661615308007,-1.11763859460218,4.82071541392241,5.61210427912495,5.91691173154778,3.93478402501792,3.7074516130114,3.81494988965694,10.8288068402291
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,5.42698736686769,2.18890681470731,-0.985177524991386,0.568510176088452,2.76140199048032,4.26609893145407,2.30935799764794,3.26295545608291,3.20356730693297,3.36897495773184,4.61097090010318,8.08477973398716,-1.71268301181074,3.25590426517695,0.96456075098132,6.13408294113292,6.26280563780463
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,-1.36380390468865,2.27952166206211,1.1326269638684,-0.63222540308972,1.56335211274521,-1.9509575825105,5.12960933907543,7.19127292452877,1.7551707627982,3.61151061892542,4.13844311907229,5.19629812019102,5.2763201904223,3.65340757096149,1.6864001160131,0.687398056182786,3.80748342886652
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,0.870059256805988,-0.334251278195524,0.924492705222619,3.35938777605914,-1.23319151518196,3.61761401553389,1.74456225847308,5.5701257578628,2.47829734109895,6.31289037007241,-3.80527568536311,6.15422515762516,0.553166536228261,3.0850086207918,3.40177722554773,1.61691511450186,1.72254483834551
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,7.29128815869618,2.72319327321379,3.75433786119939,4.54703805165397,6.23230296069102,6.05059922215973,6.56724355177587,6.18832716678008,4.23160011009342,-2.43162787988011,3.73114034433009,3.83569066207505,4.12868774866939,2.79155975746801,3.0580805621437,3.84007997093951,3.89297219726413
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,7.66357448363684,0.560824496209349,1.65673989664907,3.05628823603041,8.69997256184283,7.38823567554175,7.03266181030877,6.46485028226959,2.12789512155311,-2.45906955326957,6.76768717773115,4.81464611103351,1.70028200813559,3.10155447030706,2.76245151179583,2.38779246272878,2.16942653450691
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,4.47919119279798,4.07409262355981,4.7412834664994,4.08452398526845,4.82285347250544,4.24362288413205,4.03101326691535,0.242181101313662,1.0582892500439,-6.69955413727229,1.12217824979848,1.93710779352188,-1.38062332775523,1.86075162441399,4.22895073481537,3.81942837927696,2.13999571174807
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,4.89159327722459,3.89881071371008,0.681171005936406,2.26813694342812,8.04220482331569,6.33000005313524,5.24882119079597,9.36531937639815,1.99198082855523,-6.77721508378367,-3.43587559404847,1.88162027973722,1.29643760789892,4.13385115003635,2.0826231642619,4.74898497215104,6.62703663431921
