Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,1.87644130676787,1.90429563967604,1.85068207469948,1.76900557081679,1.83594643060426,1.8659770576239,1.84765454216193,1.91033417515363,2.01859347637953,1.8936200243495,2.14473639509072,2.22471194448911,2.35854836426703,2.50540878760348,2.63128988524501,2.46678804837845,2.24239344567735
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,6.13844714686623,6.20773881499395,6.42145865871551,6.76818014027316,7.22432166203994,7.77612844592548,7.63226907546934,7.466642711702,7.30674023834157,7.05218388254004,7.12448729941714,7.1218969596384,7.03961605584642,6.99154158144694,7.33678291765842,7.29576015367728,7.2453074433657
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,14.1434274308526,13.2538010904792,12.625793726318,12.9951173671712,13.9055707183258,13.7092935357176,13.1324004829,22.4441347859133,24.0361735381015,20.479096445484,21.1068144275253,24.6274918209343,24.2267631438461,19.295180022798,22.0949437365931,17.0487434533522,18.2563839923773
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,5.32803434248386,5.80006647403679,5.69526694679362,6.08437008501379,6.06489180832618,6.25628204411767,6.44533327228891,6.92543528202448,6.77208754122923,5.73119372396296,5.9649002061902,6.71637861020902,6.14053733098564,5.4506959628306,5.85943304053828,6.23257956160714,5.85150106161461
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,0.0897168507561461,0.0835042685025443,0.0817334927723682,0.0851940172684745,0.0847059710132382,0.0838753443059232,0.0983758540639009,0.111924126409861,0.121819571162837,0.125211460886126,0.1348816873229,0.136812099009875,0.16286717365731,0.171614339203791,0.16827397585252,0.183849877287497,0.183287285069519
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,0.0425401297502332,0.0314689424408229,0.0317247039242924,0.0233527867521841,0.0277659175738496,0.0209120007951269,0.0245821124998669,0.0237868111959303,0.0234656173402697,0.0227067800251213,0.0355050865634454,0.0474830008820766,0.0420400718668465,0.0430494296346788,0.0391124932537082,0.0397016544242488,0.0472010959574935
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,0.505275720010836,0.538634730978704,0.620892604373847,0.68461316204743,0.722772038710779,0.950344684600632,1.00825500351685,1.06522544520692,0.97615432928072,1.07748561142949,1.13139038757424,1.23493753708485,1.00160519362277,0.974526524773912,0.948113817341959,0.94340467619387,1.02178308788921
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,0.162605852505245,0.181496489273065,0.174678088868354,0.185116119016226,0.187188214352324,0.209134707022807,0.222560525679847,0.253313203647788,0.280759695052534,0.332001097802947,0.35818823812839,0.358846654828761,0.369169715625785,0.372890469876481,0.437653585193574,0.555905458747502,0.629141866131753
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cameroon,CMR,0.221240438843892,0.21478625970013,0.208933069773919,0.225901761605727,0.229249619423057,0.20843909885352,0.21188652738191,0.311484738991116,0.287986297586007,0.339833528373714,0.333326909602025,0.301338806110362,0.28041919518241,0.227388469367945,0.299738143145063,0.340283662787024,0.346522620760152
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Canada,CAN,17.4146389543283,17.0184280586038,16.5603922107467,17.4788413156505,17.3245549911234,17.4119009657468,17.5613359223711,17.3871572051771,16.8974566156381,15.8254295896431,15.5055133983822,15.2237939542672,14.9138220064387,14.7988828990854,15.2554723274977,15.3889503062328,15.0900564718629
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cayman Islands,CYM,11.0088882585159,10.5999544782064,10.6732817357941,10.3800823468863,9.64556803473759,9.60278922474168,9.53969255025621,10.9420811017598,10.8301694033732,10.0752684284733,9.83526256352343,10.1371851135146,9.08073543878693,8.93315757858907,8.97947344201946,9.03026375477934,8.73248733398328
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central African Republic,CAF,0.0735328575466559,0.0660096216622273,0.0646188134644599,0.0604681925424246,0.0592665172511759,0.0581143636238474,0.0605516808970418,0.0602721289372822,0.0592092977760388,0.058332151811187,0.0601864516199626,0.0630719525210948,0.0661254639162477,0.0643052449874571,0.0648928413424653,0.0652902071366096,0.0654577982130544
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chad,TCD,0.0583689798548384,0.0578907637210245,0.0565140073440835,0.0794119554730382,0.0768449825250055,0.0759067899169951,0.0757447267527859,0.0789803202507223,0.0829564715724506,0.0815230982789406,0.0834515269906567,0.0664516407222756,0.0719933514538806,0.0729493244694724,0.0732672212269146,0.0709441409966356,0.0697556859222015
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chile,CHL,3.83350669874432,3.43772837952392,3.51703918203102,3.508135131295,3.73249299046498,3.82001803034236,3.96308105705927,4.33379715121328,4.30034046637298,3.95621640079056,4.23447610601378,4.59822558011175,4.65362524092192,4.73643108698645,4.45413816203979,4.63258565848197,4.71317192071555
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,China,CHN,2.69686243322549,2.74212081298895,3.0070831974383,3.52407409267308,4.03799065100399,4.52317806354125,4.98031419657976,5.0821236215603,5.7019150246668,5.67717025674924,6.56052000702696,7.24151541889549,7.42475091638009,7.55721104480691,7.54390764144927,7.39852456644448,7.17580989725568
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Colombia,COL,1.46161955984569,1.39789953069305,1.36173452453499,1.38418981236853,1.30884750251527,1.42904531075756,1.45692303963753,1.42739429256973,1.53855833419124,1.63773348742775,1.70356932919904,1.68466268575563,1.74031544726126,1.99448933672968,1.84553501505907,1.98039913875788,2.030378008134
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Comoros,COM,0.189314418362813,0.184706271766975,0.180298132152371,0.226353755330404,0.239461311258012,0.227828398680895,0.257569541445504,0.160026183722453,0.161805093810529,0.19608111078764,0.23394210749146,0.192025124227075,0.197566969805394,0.237376686603597,0.202812783945009,0.21697555002161,0.253503051815503
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Dem. Rep.",COD,0.0193058073113929,0.0162797581467707,0.0175733652050044,0.0208216222354711,0.0224571349536678,0.0273757101347768,0.0284529666520597,0.0300493127182422,0.0307752395892847,0.0280095907394138,0.0312948635315358,0.0373538204608714,0.0348525929457124,0.0503090389389498,0.0633308890302249,0.0372257193904917,0.0256446171817591
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Rep.",COG,0.335345114537232,0.238166239011191,0.173912899005464,0.269084528498158,0.270548827107953,0.271271608090483,0.298636286324066,0.313142346764896,0.326342657060251,0.41929892741119,0.461621473134364,0.512313520115845,0.656941446916521,0.700438763760445,0.666519807792907,0.665272611017701,0.658896940151966
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,1.38170545319824,1.42804941109162,1.54247517328408,1.59130275239052,1.64032562119023,1.60268061944668,1.63374888272965,1.84406151892963,1.82153513513513,1.74802908373408,1.65349857494837,1.59166849050503,1.56520200511945,1.62776483111832,1.63567576066711,1.54991476553095,1.63764666501338
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,0.412726893061592,0.458455887981185,0.422848417660199,0.310243408802809,0.426478537540482,0.426346238315,0.373056109662128,0.353478286247257,0.345647504543224,0.282074855924831,0.339322893203363,0.344577054500157,0.431247826862605,0.483620535682957,0.489631014351446,0.471910596606591,0.406063977429272
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,4.32821192479828,4.7436167941424,4.9914187571214,5.34107016337551,5.19816800631882,5.2416767881359,5.24384626036757,5.52829845921911,5.24221193794007,4.91638423564538,4.69619597772235,4.65247270139713,4.22848547108206,4.13601651812433,3.9885130883456,4.11834868365336,4.18937731368412
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,2.34427134309927,2.27974976772706,2.32959982413738,2.26959076185685,2.22261882170045,2.30929935065961,2.35365352046239,2.30720927210637,2.48666121857928,2.51245168998324,3.03889288562309,2.6146539855669,2.64248353106186,2.47755337365458,2.44306627933982,2.58233028965417,2.49521826389142
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,39.445663037189,33.8994032063034,37.7262890532298,40.481377389543,33.7614615692955
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,7.39783205588949,7.16768824796204,7.18788512166262,7.79857039764967,7.25845401065708,7.3007292280925,7.44969474140297,7.70484613800903,7.93029439801472,7.38687694828169,6.92787242992166,6.60157996787079,6.0963423508827,5.19979962687937,5.26046160455096,5.28737063786354,5.66257273410147
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czech Republic,CZE,12.072240511833,12.1061979982587,11.7383086219402,11.9715306987504,11.4500464396695,11.7610135756603,11.9243967006237,11.9710909823914,11.2394227299782,10.3132373656828,10.7639076568513,10.2888952531648,9.83282675842004,9.70226688067419,9.23112862692318,9.468220308648,9.6738986622794
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,9.61317555419716,9.87509234839328,9.68193192955788,10.3882734936947,9.36270101912787,8.68398717799209,10.1189839316481,9.21342950336523,8.63212879082849,8.05491196512101,8.25849241926765,7.29835805012484,6.51480084670286,6.63464009893619,5.87333389445333,5.4222855949424,5.54914464185642
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.511020312604517,0.500262613998349,0.535119192654851,0.55513722929647,0.527521277133448,0.529037834470044,0.516892933599979,0.573643834323876,0.610898649857048,0.5537113610035,0.615387087329415,0.554126048116728,0.553343024595225,0.647635609022148,0.681419523398346,0.686063241184561,0.6670057000663
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,1.47417085427136,1.57921936234048,1.47022352048341,1.6739514978602,2.03195419283339,2.02599555171486,2.02229983879635,2.58987216611343,2.32983184378839,2.27728613569322,2.43162899630351,2.17178069829094,2.32530120481928,2.37526754534189,2.47613420552859,2.47272522933847,2.51985078603784
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,2.33621167229999,2.30461536708123,2.44481376737469,2.43090603421324,2.04016326805315,2.04889902527762,2.14601788150719,2.26722059574503,2.18979189739984,2.11211522254396,2.16840109576765,2.21816429078762,2.21181420314813,2.13708930055699,2.17851699202906,2.34749515643358,2.42920949286783
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,1.63381034944618,1.78996237378788,1.89830216004684,2.01703571320117,2.13632525050035,2.18892564050506,2.05267101318237,2.23304827868696,2.33000964037673,2.44128718655969,2.42893190426802,2.39328673671925,2.10198239613517,2.63898370928387,2.89326295816194,2.66904432637019,2.49557055420449
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,2.05321770924242,1.78826768951786,1.77930314737308,2.03173664517542,2.0346164249717,2.2139825780744,2.32311769766975,2.41706996432642,2.49367356471682,2.54803689780555,2.44940070070245,2.57204178435275,2.54689080033103,2.42523645817686,2.51980739677478,2.42941973461636,2.52586286634698
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,0.977171457026707,1.0041395267695,1.03697097818634,1.09323403753405,1.05679391254387,1.05790678741989,1.12554250839598,1.14289520964458,1.06689168076266,1.04632145906758,1.04426221422652,1.07047712866198,1.06813421711041,0.994280785244978,0.998428943780015,1.0829757645858,1.12788290005433
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,0.756168537120101,6.86184470907093,9.65228650757005,11.2039745785421,9.84585374970884,10.0489209976852,10.4284496033122,9.57264140725118,7.46741670926072,7.51621951665874,7.30571754664655,9.52372947135997,6.77433666507951,7.15403845921593,6.51206209524217,5.15891929267274,4.65323544926303
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,0.265537319578994,0.265599089072321,0.243869752339526,0.274922115685169,0.283134477019108,0.271133872179134,0.188489156861838,0.188456938278065,0.13289793354336,0.161023039052283,0.158457435651575,0.18027101667345,0.198576104912497,0.198913894772128,0.214829822231899,0.207328966159689,0.210687333077057
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,10.6362516419289,11.2167089902494,10.7935041867546,12.4933538578265,12.6839903122821,12.3670151870237,12.0099620584938,13.6923068890414,12.7280489720213,10.7247209660438,13.3545751891699,13.632750732802,12.9635925412944,14.6680333870259,13.8250512534755,12.4388527657219,12.6080210367916
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,1.18533271668482,1.13236070319028,1.11191108660048,1.0253812565873,1.01475417183904,0.99985251009384,0.994532338827054,1.03399600250131,1.05824686054984,1.00910666715841,0.995234951452664,1.00223780633414,1.1449946631483,1.40358599571786,0.823803379113277,0.890142059555597,1.0369134565667
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ethiopia,ETH,0.0536000982350963,0.0638610012881124,0.0644607387025288,0.0691018379454987,0.071325206168872,0.0670514650013672,0.0701264196761017,0.0746814960314275,0.0799594434069516,0.0783014620013984,0.0744781227888227,0.0791656066018336,0.0918658391203138,0.109142185075061,0.126763766680603,0.136045863945994,0.143524927791774
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,14.7511714988766,16.2294614549865,15.3720068596109,15.4621352673301,15.7157142857143,15.1376513976782,14.19473970539,14.4149712493466,13.1895441237976,12.0423150937082,13.1911992303509,11.8851807707588,12.340091549443,14.1651006431137,12.462906588824,12.6682483194939,13.0928943599112
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,1.03995531475723,1.29753478514605,1.09300625446945,1.28512785573893,1.65446775731788,1.33450299657743,1.47057388237284,1.38577596000909,1.05842119520536,0.927879180494754,1.42019706496026,1.26133564344854,1.22506181587827,1.54625996987089,1.90025656325271,2.48230368155722,2.34547036390459
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,10.0838428278302,10.9006142627382,11.7965107089608,13.1731679600323,12.8509111788977,10.4416019073993,12.4898654986795,12.0520265773193,10.7213565177394,10.0012131778423,11.5465656552097,10.5158915511318,9.05308173981723,8.67166699883728,8.64796415351646,7.77564229493364,8.34721998040872
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,5.94666546275395,6.1530605991809,6.06866447158945,6.11599810786062,6.12007856802886,6.09959885469542,5.90626638550961,5.76638534996401,5.69050185705677,5.43835706284818,5.42898086189895,5.07791110203759,5.07506234140888,5.06217196411801,4.57345972943356,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,2.36152081965715,2.76973923268186,2.73951287695002,2.91673229047538,2.83628394637332,3.01828193832599,2.99249454043906,2.91717449309343,2.99957964258259,2.99991329065726,3.0139160458614,2.89033537792587,2.79457468085265,2.80795552070078,2.7127472810585,2.8060624478259,2.80458891013384
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,3.82115992054447,3.81565306283053,3.54940290224052,3.51711159412494,3.46169545610672,3.51523822605316,2.91790383120116,2.79648982225014,2.75289422734995,2.71122702890126,2.95547366606327,2.93858907122314,2.89012117630518,2.9060394447988,2.8264592844251,2.70174196456718,2.64997686606673
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Gambia, The",GMB,0.208715469267354,0.221086499705163,0.214129709505569,0.207385899270652,0.215629921812303,0.211410463283673,0.221202743418717,0.214673555109986,0.217074087557754,0.219141873228373,0.241304352675335,0.242066242566203,0.238690485251791,0.220351161652606,0.253640981758284,0.251397984524369,0.247408380751548
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,1.11256641005648,0.939044777353774,0.851651432758202,0.954857055228386,1.10084510126447,1.29861223753475,1.58479615353988,1.66338191338282,1.39402159155546,1.63622140095254,1.6675686845653,2.12711792891197,2.26478583078967,2.20651198547046,2.41448868020608,2.63020082270414,2.71716711312258
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,10.0956398829225,10.3662866966788,10.058672497298,9.97166488946349,9.88859455094063,9.67339769884649,9.91450304165204,9.49655365864439,9.49086897315442,8.79764186618089,9.26766133186952,9.09137541642332,9.17791579204605,9.39867170690827,8.89530225666039,8.90041929882487,8.84012879430996
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,0.326207374545461,0.350238103818569,0.366584428101002,0.367755038132222,0.345456770283151,0.320563087856312,0.418167076313097,0.42795606643562,0.387804781269594,0.318896741293471,0.401777969225435,0.453974816948831,0.571706966593784,0.551821465427113,0.560735245847927,0.594373807079951,0.585289432119561
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,10.7377481738907,10.907474210493,10.8518160862252,10.9260943019505,11.6932397959184,12.0323609982239,12.5097405512164,12.3630098159143,12.6753478947525,13.7655891553702,13.8665773410749,13.4190467690111,13.7324496225406,14.5844117297875,15.6574647887324,17.1741166706189,18.8040133977532
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,8.47843382003456,8.63601427417748,8.59197018681489,8.76074512699864,8.86796719458015,8.98083944811261,8.82779621939824,8.89229344181771,8.66282428137396,8.27789234499236,7.54018386811447,7.18976291454789,7.24767136945359,6.33594574696283,6.19952667971734,6.01244038956895,5.79384836874561
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,8.0908896797153,7.22337178349601,6.67210160928474,7.55816083854488,10.2449965735974,10.6915254237288,11.0447916299715,11.2820793917426,11.7181508308479,10.2217388988513,11.6637729549249,12.4403410089647,10.005016722408,9.80325053555937,8.98918198774314,9.08352639270058,9.07188623500516
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,1.85430746939212,1.88235237145154,1.9815118590424,2.08021729724533,1.96797224644695,2.06717879630426,2.20160483356046,2.26594733339671,2.39932294037324,2.39177041091229,2.45081095328194,2.36921794823776,2.52552910299127,2.81372839049644,2.15503847495914,2.37554174764368,2.4277940522941
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,0.85554551124911,0.875392418775452,0.896259054730357,0.855364181100565,0.896935588310713,0.95212974807797,0.938859545625516,0.919945934623367,0.811905614689658,0.828992677956513,0.799505837680729,0.795696385673258,0.804004440012009,0.858738189047168,0.911580226097514,1.01713109925287,1.05994778770623
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.199353212640142,0.204325347469034,0.210126770395876,0.214915002045563,0.217742097212523,0.200466519810296,0.203297045101089,0.206886476611766,0.224791637402257,0.227060669263962,0.2554479043533,0.266742837247952,0.242354578644125,0.211075838098709,0.213752570738869,0.23640292132111,0.255224607765205
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.122100955547361,0.122521607750268,0.122773830506205,0.151445681268288,0.153548708328638,0.158139085305555,0.157052833916844,0.163665577315038,0.157127889554203,0.158153971808472,0.156544828940516,0.157191765265143,0.157648791666433,0.155734208924943,0.160335468516147,0.160425788135174,0.164583657094192
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,2.15586000013392,2.14054234667998,2.12204664676841,2.10135369989385,2.18327372786921,1.92647451026116,1.7294782693748,2.09269445419398,2.08682314409019,2.09411703342704,2.29482304025961,2.36980803906238,2.64078718663911,2.54999901222861,2.63239277948073,2.62805043313284,3.0900376734261
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Haiti,HTI,0.158571923789369,0.182310256493951,0.208605746988571,0.194884351913191,0.219685761489595,0.225715823147682,0.226028956257421,0.251795830538977,0.248608107743884,0.231665885218338,0.213769340262583,0.20730600614634,0.214634184410585,0.221768629780015,0.266273568092848,0.274282500129493,0.274687476072351
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Honduras,HND,0.76524710818709,0.84615824376858,0.879009101253885,0.952572210732448,1.01154064841555,1.01274100966821,0.99813054193064,1.12425917440416,1.08664376631619,0.965926430308774,0.974343159638688,1.03645088932232,1.06054400047404,1.07027715226229,1.06174267264833,1.09934558817397,1.05847362604825
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Hong Kong SAR, China",HKG,6.06746826706677,5.65317561026466,5.87722646461351,6.44182088310454,6.14851595783887,6.43926319497446,6.13332502078138,6.3215362260168,6.1789513926816,5.98685291418082,5.73265667264599,6.13292734317552,6.01123159116656,6.20522865620081,6.32816819973719,5.84905435244744,5.94889103944606
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,5.46729669489807,5.59287567523423,5.51894147308371,5.82981043979043,5.6849107552221,5.75184892731434,5.69782293769368,5.56698953238834,5.45802160708686,4.84011144757125,5.02231164868321,4.87255116390571,4.55696838482305,4.27633966846732,4.19012740932216,4.51267343748286,4.63997343393224
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iceland,ISL,7.69378211624971,7.37342789365823,7.55022728616493,7.48545701348089,7.68368290227819,7.51358455721286,7.56861499364676,7.414833454228,6.67748114449898,6.44749277077793,6.16852858593703,5.89682897929244,5.84266765611943,5.8669462942143,6.05965740746397,6.00793192569865,6.15468386204347
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,India,IND,0.976601686435581,0.968514318768635,0.964275366386836,0.989271007927839,1.02186286577959,1.06531244043517,1.11860389870515,1.18965180664139,1.3062539032121,1.42778047280521,1.39327329120641,1.46891026240708,1.59094283072059,1.58564840148726,1.72331178346982,1.78433376502382,1.81778338639117
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Indonesia,IDN,1.24539824992904,1.37532540440013,1.41120873453109,1.43794150763443,1.51212278390845,1.51130211229007,1.50498133899166,1.61612059890716,1.76906026260816,1.87083868375585,1.77295139151422,2.08052212590138,2.13172469369416,1.6481420714633,1.45003229425064,1.98445241358829,2.15375812738732
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Iran, Islamic Rep.",IRN,5.67232331208659,5.99613558417455,5.97103968331865,6.14239073188535,6.48336955480204,6.7200665568204,7.21905887001812,7.27992526964642,7.50940600830243,7.60067589866536,7.76859435887758,7.89249315026058,8.09853138201391,8.10027776098732,8.42168671619315,8.28207518414406,8.31670123338168
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iraq,IRQ,3.08309351790833,3.52534106240122,3.49992842508433,3.5531057167465,4.3355149104437,4.21669223903886,3.59844793035764,2.22690329002845,3.28154609711508,3.6083797136122,3.77229582862954,4.45334750189583,4.84310607481446,4.99479661188194,4.84216893136922,4.70236828634536,5.19140478099367
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ireland,IRL,10.8347426425178,11.3882311587761,11.0412508103492,10.6811767034378,10.7516366268314,10.4485215319355,10.0959408609762,10.1091828444203,9.59642738772579,8.92539492324229,8.78441807350847,7.78062280080453,7.73735833616152,7.54207563622774,7.30055584897397,7.63666362750659,7.93034097492606
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Israel,ISR,9.58177945619335,9.8768102189781,9.10387168949772,9.40087746834686,8.66799309737113,8.21808877216779,8.85648836780697,8.78433448002117,9.3400930385289,8.61247288126536,9.03522325410567,8.90188827937881,9.54796776436382,8.19393299832496,7.65384763319011,7.90058412190785,7.62535186051954
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Italy,ITA,7.912673166227,7.90443266326278,7.93232304235508,8.17175128041614,8.21648720132938,8.16609012769546,8.07214559567724,7.91734721623538,7.60176496973799,6.79565148637292,6.83837457020099,6.70255761383033,6.20541385845015,5.73294187855659,5.27086678640296,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jamaica,JAM,3.88289943010531,3.96902720377822,3.80338675267236,3.93709209699284,3.91593073799594,3.83160930845696,4.17369146970655,3.4865435529673,3.59730016722528,2.71893211227979,2.5482131039047,2.73539639530929,2.59335949209959,2.7989536535548,2.53680625890393,2.61926668813544,2.83014708361807
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Japan,JPN,9.61252230710406,9.44821588844584,9.56475713445015,9.71635272240405,9.880903295998,9.71211291117842,9.65754616202856,9.77769262740135,9.46219035162381,8.63209972900576,9.15601825564145,9.31269349854889,9.63434726433648,9.76591054964887,9.48076637386467,9.15364142172863,8.94437282411363
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jordan,JOR,3.02738197982896,3.06723354600892,3.17564944919667,3.21484938434274,3.44801212993554,3.65260391960296,3.52529065983036,3.522624566766,3.25621072777183,3.1758543852981,2.91681859726981,2.82760440869404,3.02120982756865,2.87105060548658,2.97880448863005,2.82744325708258,2.62870080585527
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kazakhstan,KAZ,7.93485418136683,8.8738510741614,9.00033367099743,9.53851735909099,11.5268924867373,11.7071662040127,12.5836242471625,14.3597124732114,14.8530578665306,13.2567629220034,15.2279873289044,15.646296858992,14.4694178907699,15.4293165175178,14.3678361387494,13.800054164653,13.8926814601843
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kenya,KEN,0.325921832734926,0.285223579332113,0.236088309405332,0.194776580801763,0.213936720166938,0.233787564442164,0.254310303268613,0.253997940160697,0.257386808663786,0.302043563274685,0.289656059778815,0.311682104259095,0.282818574394707,0.292909589476372,0.309143145047532,0.355454019955915,0.365117480365507
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,0.391049338831224,0.341716269263474,0.4620239390642,0.495345303089998,0.526757201737036,0.635494178174925,0.699638552939805,0.60782993359371,0.668340741790788,0.544981670464678,0.570035073401537,0.52521770682148,0.482636081601955,0.475836500139031,0.53635125375945,0.561967006220139,0.58659485976325
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Dem. People’s Rep.",PRK,3.03815129916929,3.12217587185049,2.96603463671578,3.0052594409769,3.04883765800067,3.16150748946826,3.19688596036128,2.65530949613679,2.92604074464065,2.22511798897846,2.06840556513555,1.49914691478287,1.54749495697929,1.11527497676243,1.25107723150904,1.00950919584005,1.11758562912601
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Rep.",KOR,9.52093176005307,9.50374423445104,9.77299974964706,9.73464949397951,10.0301838595436,9.60719374407084,9.71660567635209,10.1815670390122,10.3474228610228,10.3201094917268,11.4363166269633,11.8029687340986,11.6328245622552,11.7492008400819,11.5703454093401,11.7093976398721,12.1110697778271
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,XKX,..,..,..,..,..,..,..,..,4.26638636177644,4.65069481581902,4.74565574878356,4.67230262423227,4.39527177708447,4.44126203099141,4.00528252051693,4.70218644936014,5.03151966434832
